company_id,period,year,free_cash_flow_cr,capex_cr,capex_intensity_pct,fcf_conversion_rate_pct,capital_allocation_pattern
BPCL,Sep 2024,2024.0,,,,,FCF Negative
BPCL,TTM,,,,,,FCF Negative
BRITANNIA,Mar 2013,2013.0,292.0,28.0,0.45270816491511723,112.3076923076923,FCF Positive
BRITANNIA,Mar 2014,2014.0,425.0,246.0,3.558512946622306,107.59493670886076,FCF Positive
BRITANNIA,Mar 2015,2015.0,134.0,450.0,5.726648002036142,19.448476052249635,FCF Positive
BRITANNIA,Mar 2016,2016.0,254.0,705.0,8.395855662736691,30.787878787878785,FCF Positive
BRITANNIA,Mar 2017,2017.0,291.0,150.0,1.656726308813784,32.88135593220339,FCF Positive
BRITANNIA,Mar 2018,2018.0,292.0,957.0,9.653015937058704,29.08366533864542,FCF Positive
BRITANNIA,Mar 2019,2019.0,304.0,852.0,7.706919945725915,26.32034632034632,FCF Positive
BRITANNIA,Mar 2020,2020.0,-41.0,1526.0,13.155172413793103,-2.941176470588235,FCF Negative
BRITANNIA,Mar 2021,2021.0,1443.0,433.0,3.296285018270402,77.9578606158833,FCF Positive
BRITANNIA,Mar 2022,2022.0,386.0,914.0,6.46576117713639,25.46174142480211,FCF Positive
BRITANNIA,Mar 2023,2023.0,1019.0,1507.0,9.24483160542298,43.998272884283246,FCF Positive
BRITANNIA,Mar 2024,2024.0,2096.0,477.0,2.844534557815016,98.21930646672915,FCF Positive
BRITANNIA,Sep 2024,2024.0,,,,,FCF Negative
BRITANNIA,TTM,,,,,,FCF Negative
CANBK,Mar 2013,2013.0,7575.0,435.0,1.2767830936307603,252.92153589315527,FCF Positive
CANBK,Mar 2014,2014.0,13864.0,380.0,0.960323477381855,518.8622754491017,FCF Positive
CANBK,Mar 2015,2015.0,5240.0,1104.0,2.5198000593431176,178.77857386557488,FCF Positive
CANBK,Mar 2016,2016.0,8903.0,443.0,1.0059265650900338,-351.20315581854044,FCF Positive
CANBK,Mar 2017,2017.0,2099.0,476.0,1.1481776298333213,148.75974486180016,FCF Positive
CANBK,Mar 2018,2018.0,-11607.0,487.0,1.1778933365582296,299.6901626646011,FCF Negative
CANBK,Mar 2019,2019.0,17492.0,745.0,1.5536693708160414,2513.2183908045977,FCF Positive
CANBK,Mar 2020,2020.0,-5734.0,445.0,0.8943105769810487,298.4903695991671,FCF Negative
CANBK,Mar 2021,2021.0,58002.0,1116.0,1.5885442614550267,1961.5150490361852,FCF Positive
CANBK,Mar 2022,2022.0,-510.0,1429.0,2.0236780241878383,-8.281909710945111,FCF Negative
CANBK,Mar 2023,2023.0,-41134.0,1156.0,1.3459859113931418,-362.57382106654916,FCF Negative
CANBK,Mar 2024,2024.0,13296.0,1750.0,1.583438141857961,86.33205635997663,FCF Positive
CANBK,TTM,,,,,,FCF Negative
CHOLAFIN,Mar 2013,2013.0,-3759.0,5.0,0.19455252918287938,-1220.4545454545455,FCF Negative
CHOLAFIN,Mar 2014,2014.0,-2530.0,83.0,2.531259530344617,-687.5,FCF Negative
CHOLAFIN,Mar 2015,2015.0,-2304.0,40.0,1.0767160161507403,-518.918918918919,FCF Negative
CHOLAFIN,Mar 2016,2016.0,-2946.0,137.0,3.251067869008068,-512.3478260869565,FCF Negative
CHOLAFIN,Mar 2017,2017.0,-1690.0,222.0,4.729441840647635,-235.37604456824513,FCF Negative
CHOLAFIN,Mar 2018,2018.0,-7986.0,60.0,1.0793308148947653,-869.9346405228757,FCF Negative
CHOLAFIN,Mar 2019,2019.0,-9328.0,11.0,0.15475520540236354,-779.281537176274,FCF Negative
CHOLAFIN,Mar 2020,2020.0,-2129.0,54.0,0.6198347107438017,-201.99240986717268,FCF Negative
CHOLAFIN,Mar 2021,2021.0,-10594.0,1746.0,18.21976416571011,-696.5154503616043,FCF Negative
CHOLAFIN,Mar 2022,2022.0,-7211.0,1640.0,16.160819865983445,-334.77251624883934,FCF Negative
CHOLAFIN,Mar 2023,2023.0,-29253.0,2148.0,16.671841043154302,-1097.6735459662289,FCF Negative
CHOLAFIN,Mar 2024,2024.0,-38538.0,2855.0,14.898502322183374,-1126.842105263158,FCF Negative
CHOLAFIN,Sep 2024,2024.0,,,,,FCF Negative
CHOLAFIN,TTM,,,,,,FCF Negative
CIPLA,Mar 2013,2013.0,-665.0,2063.0,24.918468414059667,-43.042071197411005,FCF Negative
CIPLA,Mar 2014,2014.0,298.0,1265.0,12.434876634227859,21.225071225071225,FCF Positive
CIPLA,Mar 2015,2015.0,223.0,950.0,8.373732921992067,18.144833197721724,FCF Positive
CIPLA,Mar 2016,2016.0,-2792.0,4533.0,32.871646120377086,-201.87997107736803,FCF Negative
CIPLA,Mar 2017,2017.0,1078.0,1304.0,9.059330276504099,104.15458937198068,FCF Positive
CIPLA,Mar 2018,2018.0,629.0,834.0,5.5027711797308,44.38955539872971,FCF Positive
CIPLA,Mar 2019,2019.0,3.0,1688.0,10.316587214276982,0.20107238605898123,FCF Positive
CIPLA,Mar 2020,2020.0,2954.0,114.0,0.6654214335745973,196.93333333333334,FCF Positive
CIPLA,Mar 2021,2021.0,1381.0,2374.0,12.390396659707724,57.806613645876936,FCF Positive
CIPLA,Mar 2022,2022.0,1468.0,1858.0,8.537425906354823,57.63643502159403,FCF Positive
CIPLA,Mar 2023,2023.0,862.0,2376.0,10.442579000571353,30.42710907165549,FCF Positive
CIPLA,Mar 2024,2024.0,1152.0,2982.0,11.569799022270505,27.73230621088108,FCF Positive
CIPLA,Sep 2024,2024.0,,,,,FCF Negative
CIPLA,TTM,,,,,,FCF Negative
COALINDIA,Mar 2013,2013.0,7276.0,1833.0,2.683630294423378,41.92210186678958,FCF Positive
COALINDIA,Mar 2014,2014.0,5945.0,8580.0,12.151597552685248,39.339597670725254,FCF Positive
COALINDIA,Mar 2015,2015.0,13488.0,894.0,1.2061521856449002,98.25890580607562,FCF Positive
COALINDIA,Mar 2016,2016.0,5000.0,8154.0,10.472508701403784,35.045910142286395,FCF Positive
COALINDIA,Mar 2017,2017.0,16006.0,455.0,0.5821094109820377,172.47844827586206,FCF Positive
COALINDIA,Mar 2018,2018.0,13368.0,7747.0,9.088029656046173,189.94032395566921,FCF Positive
COALINDIA,Mar 2019,2019.0,8460.0,7896.0,7.928825336894745,48.442510306917086,FCF Positive
COALINDIA,Mar 2020,2020.0,3944.0,1033.0,1.0751457119067445,23.61676646706587,FCF Positive
COALINDIA,Mar 2021,2021.0,10410.0,182.0,0.20216381934107922,81.9555975436939,FCF Positive
COALINDIA,Mar 2022,2022.0,15392.0,25715.0,23.43799845053092,88.57175739440673,FCF Positive
COALINDIA,Mar 2023,2023.0,12269.0,23465.0,16.972629690709716,38.6754090092362,FCF Positive
COALINDIA,Mar 2024,2024.0,13617.0,4486.0,3.151963126387679,36.439294602477986,FCF Positive
COALINDIA,Sep 2024,2024.0,,,,,FCF Negative
COALINDIA,TTM,,,,,,FCF Negative
DABUR,Mar 2013,2013.0,248.0,622.0,10.13029315960912,32.375979112271544,FCF Positive
DABUR,Mar 2014,2014.0,994.0,104.0,1.4735052422782657,108.51528384279476,FCF Positive
DABUR,Mar 2015,2015.0,171.0,876.0,11.237973059653624,16.01123595505618,FCF Positive
DABUR,Mar 2016,2016.0,457.0,730.0,9.383033419023135,36.443381180223284,FCF Positive
DABUR,Mar 2017,2017.0,420.0,807.0,10.598896769109535,32.8125,FCF Positive
DABUR,Mar 2018,2018.0,551.0,541.0,7.005957005957006,40.57437407952872,FCF Positive
DABUR,Mar 2019,2019.0,1161.0,338.0,3.969465648854962,80.29045643153528,FCF Positive
DABUR,Mar 2020,2020.0,1097.0,517.0,5.952792170408751,75.75966850828729,FCF Positive
DABUR,Mar 2021,2021.0,711.0,1404.0,14.683120686048944,41.94690265486726,FCF Positive
DABUR,Mar 2022,2022.0,529.0,1273.0,11.690697033703739,30.36739380022962,FCF Positive
DABUR,Mar 2023,2023.0,905.0,583.0,5.056374674761492,53.20399764844209,FCF Positive
DABUR,Mar 2024,2024.0,1042.0,971.0,7.828119961302805,57.53727222528989,FCF Positive
DABUR,Sep 2024,2024.0,,,,,FCF Negative
DABUR,TTM,,,,,,FCF Negative
DIVISLAB,Mar 2013,2013.0,225.0,255.0,11.888111888111888,37.37541528239203,FCF Positive
DIVISLAB,Mar 2014,2014.0,252.0,305.0,12.045813586097946,32.60025873221216,FCF Positive
DIVISLAB,Mar 2015,2015.0,305.0,521.0,16.725521669341894,35.798122065727696,FCF Positive
DIVISLAB,Mar 2016,2016.0,632.0,406.0,10.752118644067798,56.12788632326821,FCF Positive
DIVISLAB,Mar 2017,2017.0,10.0,1140.0,28.051181102362204,0.9433962264150944,FCF Positive
DIVISLAB,Mar 2018,2018.0,298.0,478.0,12.284759701876125,33.97947548460662,FCF Positive
DIVISLAB,Mar 2019,2019.0,269.0,685.0,13.849575414476345,19.881744271988175,FCF Positive
DIVISLAB,Mar 2020,2020.0,1133.0,83.0,1.538746755654431,82.2803195352215,FCF Positive
DIVISLAB,Mar 2021,2021.0,1872.0,75.0,1.076194575979337,94.35483870967742,FCF Positive
DIVISLAB,Mar 2022,2022.0,-283.0,2195.0,24.497767857142858,-9.56081081081081,FCF Negative
DIVISLAB,Mar 2023,2023.0,-248.0,2707.0,34.852581434273205,-13.596491228070176,FCF Negative
DIVISLAB,Mar 2024,2024.0,992.0,269.0,3.4289356277884,62.0,FCF Positive
DIVISLAB,Sep 2024,2024.0,,,,,FCF Negative
DIVISLAB,TTM,,,,,,FCF Negative
DLF,Mar 2013,2013.0,14.0,1995.0,25.6657661134697,2.0989505247376314,FCF Positive
DLF,Mar 2014,2014.0,-2456.0,3924.0,47.288503253796094,-416.271186440678,FCF Negative
DLF,Mar 2015,2015.0,1939.0,98.0,1.2812132304876453,382.4457593688363,FCF Positive
DLF,Mar 2016,2016.0,2139.0,818.0,8.240983276244208,701.311475409836,FCF Positive
DLF,Mar 2017,2017.0,-1770.0,872.0,10.60698211896363,-250.0,FCF Negative
DLF,Mar 2018,2018.0,-1832.0,2102.0,31.34039063664828,-40.92025910207728,FCF Negative
DLF,Mar 2019,2019.0,2040.0,3.0,0.03585943103036098,155.2511415525114,FCF Positive
DLF,Mar 2020,2020.0,-6152.0,6508.0,106.98668420187407,1042.7118644067796,FCF Negative
DLF,Mar 2021,2021.0,1310.0,150.0,2.7705947543405984,120.96029547553093,FCF Positive
DLF,Mar 2022,2022.0,2565.0,267.0,4.67028161623229,171.0,FCF Positive
DLF,Mar 2023,2023.0,1914.0,461.0,8.094820017559263,94.10029498525073,FCF Positive
DLF,Mar 2024,2024.0,1010.0,1529.0,23.79025984129454,37.07782672540382,FCF Positive
DLF,Sep 2024,2024.0,,,,,FCF Negative
DLF,TTM,,,,,,FCF Negative
DMART,Mar 2013,2013.0,-104.0,231.0,6.914097575576175,-110.63829787234043,FCF Negative
DMART,Mar 2014,2014.0,-72.0,270.0,5.761843790012804,-44.72049689440994,FCF Negative
DMART,Mar 2015,2015.0,-252.0,474.0,7.361391520422426,-118.86792452830188,FCF Negative
DMART,Mar 2016,2016.0,-200.0,633.0,7.374184529356944,-62.5,FCF Negative
DMART,Mar 2017,2017.0,-2027.0,2482.0,20.860648848545974,-423.1732776617954,FCF Negative
DMART,Mar 2018,2018.0,266.0,464.0,3.086542938867824,33.002481389578165,FCF Positive
DMART,Mar 2019,2019.0,-151.0,958.0,4.788802799300175,-16.74057649667406,FCF Negative
DMART,Mar 2020,2020.0,-3377.0,4657.0,18.725371934057097,-259.5695618754804,FCF Negative
DMART,Mar 2021,2021.0,265.0,1110.0,4.59760593132585,24.11282984531392,FCF Positive
DMART,Mar 2022,2022.0,83.0,1289.0,4.161286157024794,5.563002680965147,FCF Positive
DMART,Mar 2023,2023.0,317.0,2313.0,5.399159663865547,13.330529857022707,FCF Positive
DMART,Mar 2024,2024.0,278.0,2468.0,4.8593199314812265,10.962145110410095,FCF Positive
DMART,Sep 2024,2024.0,,,,,FCF Negative
DMART,TTM,,,,,,FCF Negative
DRREDDY,Mar 2013,2013.0,-59.0,1437.0,12.144004056452294,-3.8637851997380483,FCF Negative
DRREDDY,Mar 2014,2014.0,366.0,1604.0,11.956764815505032,18.644931227712686,FCF Positive
DRREDDY,Mar 2015,2015.0,154.0,2370.0,15.775810424016509,6.592465753424658,FCF Positive
DRREDDY,Mar 2016,2016.0,1653.0,1610.0,10.341726618705035,77.56921633036133,FCF Positive
DRREDDY,Mar 2017,2017.0,254.0,1890.0,13.313609467455622,19.659442724458202,FCF Positive
DRREDDY,Mar 2018,2018.0,320.0,1483.0,10.384426860864085,33.7909186906019,FCF Positive
DRREDDY,Mar 2019,2019.0,2101.0,769.0,4.9779906784049714,107.74358974358975,FCF Positive
DRREDDY,Mar 2020,2020.0,2489.0,495.0,2.825826340126734,122.85291214215202,FCF Positive
DRREDDY,Mar 2021,2021.0,1315.0,2255.0,11.838513229735405,67.36680327868852,FCF Positive
DRREDDY,Mar 2022,2022.0,246.0,2565.0,11.90531445811093,11.274060494958754,FCF Positive
DRREDDY,Mar 2023,2023.0,1779.0,4109.0,16.65585731657884,39.47193254936765,FCF Positive
DRREDDY,Mar 2024,2024.0,509.0,4034.0,14.401485130841454,9.12513445679455,FCF Positive
DRREDDY,Sep 2024,2024.0,,,,,FCF Negative
DRREDDY,TTM,,,,,,FCF Negative
EICHERMOT,Dec 2012,2012.0,-277.0,773.0,12.097026604068857,-58.31578947368421,FCF Negative
EICHERMOT,Dec 2013,2013.0,-74.0,790.0,11.600587371512482,-14.095238095238095,FCF Negative
EICHERMOT,Dec 2014,2014.0,-167.0,1214.0,13.893339436942092,-23.78917378917379,FCF Negative
EICHERMOT,Mar 2016,2016.0,462.0,1001.0,16.215778389761866,34.52914798206278,FCF Positive
EICHERMOT,Mar 2017,2017.0,-36.0,1744.0,24.797383762263614,-2.1595680863827234,FCF Negative
EICHERMOT,Mar 2018,2018.0,337.0,2145.0,23.92638036809816,17.19387755102041,FCF Positive
EICHERMOT,Mar 2019,2019.0,915.0,660.0,6.7367561498417885,41.534271448025414,FCF Positive
EICHERMOT,Mar 2020,2020.0,186.0,1508.0,16.473672711383003,10.180623973727423,FCF Positive
EICHERMOT,Mar 2021,2021.0,66.0,1625.0,18.63532110091743,4.8997772828507795,FCF Positive
EICHERMOT,Mar 2022,2022.0,544.0,983.0,9.545542823849292,32.438878950506854,FCF Positive
EICHERMOT,Mar 2023,2023.0,426.0,2397.0,16.597424179476526,14.619080301990392,FCF Positive
EICHERMOT,Mar 2024,2024.0,890.0,2834.0,17.138364779874212,22.24443889027743,FCF Positive
EICHERMOT,Sep 2024,2024.0,,,,,FCF Negative
EICHERMOT,TTM,,,,,,FCF Negative
GAIL,Mar 2013,2013.0,-2023.0,8626.0,16.9223525718994,-46.32470803755439,FCF Negative
GAIL,Mar 2014,2014.0,149.0,4466.0,7.230632235084594,3.1132469703301293,FCF Positive
GAIL,Mar 2015,2015.0,1405.0,2809.0,4.638604950707598,44.462025316455694,FCF Positive
GAIL,Mar 2016,2016.0,3056.0,904.0,1.7366914490999559,163.07363927427963,FCF Positive
GAIL,Mar 2017,2017.0,5690.0,334.0,0.6879222277146152,168.64256075874334,FCF Positive
GAIL,Mar 2018,2018.0,6109.0,2660.0,4.881092190252496,127.13839750260145,FCF Positive
GAIL,Mar 2019,2019.0,2283.0,5701.0,7.4826092663079145,34.83900503586143,FCF Positive
GAIL,Mar 2020,2020.0,46.0,8299.0,11.444055269036653,0.48344718864950076,FCF Positive
GAIL,Mar 2021,2021.0,4353.0,4640.0,8.087568848915847,70.86114276412177,FCF Positive
GAIL,Mar 2022,2022.0,3930.0,5490.0,5.917861377600517,31.940832249674898,FCF Positive
GAIL,Mar 2023,2023.0,-4248.0,7453.0,5.116429140236703,-75.91136526090064,FCF Negative
GAIL,Mar 2024,2024.0,4360.0,8226.0,6.174377758429158,44.02706250631122,FCF Positive
GAIL,Sep 2024,2024.0,,,,,FCF Negative
GAIL,TTM,,,,,,FCF Negative
GODREJCP,Mar 2013,2013.0,-45.0,865.0,13.490330630068623,-5.325443786982249,FCF Negative
GODREJCP,Mar 2014,2014.0,622.0,494.0,6.500855375707331,75.94627594627595,FCF Positive
GODREJCP,Mar 2015,2015.0,-209.0,1236.0,14.940166807687657,-21.41393442622951,FCF Negative
GODREJCP,Mar 2016,2016.0,225.0,622.0,7.383665716999051,27.075812274368232,FCF Positive
GODREJCP,Mar 2017,2017.0,-383.0,2243.0,24.201553733275787,-29.281345565749234,FCF Negative
GODREJCP,Mar 2018,2018.0,1387.0,336.0,3.4122067634812634,84.88372093023256,FCF Positive
GODREJCP,Mar 2019,2019.0,1455.0,274.0,2.6565832848555364,62.12638770281811,FCF Positive
GODREJCP,Mar 2020,2020.0,1036.0,552.0,5.569569165573605,69.20507682030728,FCF Positive
GODREJCP,Mar 2021,2021.0,1738.0,292.0,2.64756550911234,100.98779779198142,FCF Positive
GODREJCP,Mar 2022,2022.0,607.0,844.0,6.875203649397197,34.0437464946719,FCF Positive
GODREJCP,Mar 2023,2023.0,397.0,1754.0,13.172123760889157,23.325499412455933,FCF Positive
GODREJCP,Mar 2024,2024.0,-1365.0,3435.0,24.36861520998865,243.31550802139037,FCF Negative
GODREJCP,Sep 2024,2024.0,,,,,FCF Negative
GODREJCP,TTM,,,,,,FCF Negative
GRASIM,Mar 2013,2013.0,-1445.0,5687.0,20.376939338564622,-38.24775013234515,FCF Negative
GRASIM,Mar 2014,2014.0,1213.0,2336.0,8.245384914051746,41.062965470548406,FCF Positive
GRASIM,Mar 2015,2015.0,2235.0,2359.0,7.433667359929413,86.56080557707205,FCF Positive
GRASIM,Mar 2016,2016.0,1353.0,4515.0,13.091889697567199,39.160636758321274,FCF Positive
GRASIM,Mar 2017,2017.0,3779.0,3509.0,9.728845514029057,89.00141309467735,FCF Positive
GRASIM,Mar 2018,2018.0,-5686.0,1546.0,2.7659498336136257,-154.175704989154,FCF Negative
GRASIM,Mar 2019,2019.0,-3871.0,2212.0,2.865284974093264,-141.02003642987248,FCF Negative
GRASIM,Mar 2020,2020.0,5256.0,11364.0,16.650061536658267,79.16854948034342,FCF Positive
GRASIM,Mar 2021,2021.0,7929.0,7146.0,9.35291346002827,113.48218119364535,FCF Positive
GRASIM,Mar 2022,2022.0,5985.0,1053.0,1.1003019822154418,53.408888095663045,FCF Positive
GRASIM,Mar 2023,2023.0,-26397.0,13712.0,11.657187550477357,-238.2830835890955,FCF Negative
GRASIM,Mar 2024,2024.0,-33833.0,23114.0,17.647238467528897,-340.8523070723353,FCF Negative
GRASIM,Sep 2024,2024.0,,,,,FCF Negative
GRASIM,TTM,,,,,,FCF Negative
HAL,Mar 2013,2013.0,,,,,FCF Negative
HAL,Mar 2014,2014.0,,,,,FCF Negative
HAL,Mar 2015,2015.0,,,,,FCF Negative
HAL,Mar 2016,2016.0,,,,,FCF Negative
HAL,Mar 2017,2017.0,-3444.0,3021.0,16.83008356545961,-131.65137614678898,FCF Negative
HAL,Mar 2018,2018.0,-1328.0,594.0,3.2075166045682812,-66.83442375440363,FCF Negative
HAL,Mar 2019,2019.0,-12986.0,5292.0,26.44942023190724,-553.537936913896,FCF Negative
HAL,Mar 2020,2020.0,203.0,1334.0,6.2205642340872,7.142857142857142,FCF Positive
HAL,Mar 2021,2021.0,13934.0,1190.0,5.200594353640416,430.1945044766903,FCF Positive
HAL,Mar 2022,2022.0,-2609.0,12789.0,51.94557270511779,-51.29767990562328,FCF Negative
HAL,Mar 2023,2023.0,3102.0,5734.0,21.29382055852644,53.381517811048006,FCF Positive
HAL,Mar 2024,2024.0,1814.0,6412.0,21.105296073203647,23.884134298880845,FCF Positive
HAL,Sep 2024,2024.0,,,,,FCF Negative
HAL,TTM,,,,,,FCF Negative
HAVELLS,Mar 2013,2013.0,494.0,144.0,2.018220042046251,85.02581755593803,FCF Positive
HAVELLS,Mar 2014,2014.0,492.0,376.0,4.6702273009564035,110.31390134529148,FCF Positive
HAVELLS,Mar 2015,2015.0,478.0,485.0,5.727444496929617,124.15584415584415,FCF Positive
HAVELLS,Mar 2016,2016.0,392.0,121.0,1.5933631814590465,30.153846153846153,FCF Positive
HAVELLS,Mar 2017,2017.0,547.0,220.0,3.588907014681892,110.72874493927125,FCF Positive
HAVELLS,Mar 2018,2018.0,154.0,946.0,11.65598817151306,23.29803328290469,FCF Positive
HAVELLS,Mar 2019,2019.0,316.0,185.0,1.8365928720341504,40.10152284263959,FCF Positive
HAVELLS,Mar 2020,2020.0,279.0,548.0,5.805084745762712,37.95918367346939,FCF Positive
HAVELLS,Mar 2021,2021.0,-103.0,763.0,7.296547767045998,-9.865900383141762,FCF Negative
HAVELLS,Mar 2022,2022.0,969.0,759.0,5.445544554455446,81.0200668896321,FCF Positive
HAVELLS,Mar 2023,2023.0,534.0,31.0,0.1833126367453137,49.8134328358209,FCF Positive
HAVELLS,Mar 2024,2024.0,335.0,1618.0,8.703604088219473,26.357199055861525,FCF Positive
HAVELLS,Sep 2024,2024.0,,,,,FCF Negative
HAVELLS,TTM,,,,,,FCF Negative
HCLTECH,Jun 2013,2013.0,2131.0,2361.0,9.229506274187873,52.74752475247525,FCF Positive
HCLTECH,Jun 2014,2014.0,1615.0,4842.0,15.063464410154307,24.739583333333336,FCF Positive
HCLTECH,Jun 2015,2015.0,3451.0,2088.0,5.689218277431133,47.003541269408885,FCF Positive
HCLTECH,Mar 2016,2016.0,1615.0,2208.0,,,FCF Positive
HCLTECH,Mar 2016 9m,2016.0,,,,,FCF Negative
HCLTECH,Mar 2017,2017.0,5105.0,3890.0,8.177766565758493,59.31907971182896,FCF Positive
HCLTECH,Mar 2018,2018.0,6092.0,2236.0,4.421681267179498,69.84636551249713,FCF Positive
HCLTECH,Mar 2019,2019.0,5715.0,3256.0,5.388319790821983,56.47233201581028,FCF Positive
HCLTECH,Mar 2020,2020.0,1027.0,12332.0,17.44863885901862,9.288233698109796,FCF Positive
HCLTECH,Mar 2021,2021.0,13953.0,5665.0,7.515355735682353,124.92613483749663,FCF Positive
HCLTECH,Mar 2022,2022.0,15303.0,1597.0,1.8645433211521172,113.16275974266065,FCF Positive
HCLTECH,Mar 2023,2023.0,14436.0,3573.0,3.5217237028859802,97.24486359043449,FCF Positive
HCLTECH,Mar 2024,2024.0,15840.0,6608.0,6.012027694631208,100.82749840865691,FCF Positive
HCLTECH,Sep 2024,2024.0,,,,,FCF Negative
HCLTECH,TTM,,,,,,FCF Negative
HDFCBANK,Mar 2013,2013.0,-6749.0,902.0,2.5152672820055213,-97.76908590467912,FCF Negative
HDFCBANK,Mar 2014,2014.0,3112.0,1099.0,2.5825402420397134,35.49270072992701,FCF Positive
HDFCBANK,Mar 2015,2015.0,-22081.0,800.0,1.5789681443176884,-206.30664299729048,FCF Negative
HDFCBANK,Mar 2016,2016.0,-35272.0,837.0,1.3251638643488173,-275.1111457764605,FCF Negative
HDFCBANK,Mar 2017,2017.0,16136.0,1146.0,1.5640567209400718,105.34700006528695,FCF Positive
HDFCBANK,Mar 2018,2018.0,16372.0,842.0,0.9872432229621987,88.20645439362103,FCF Positive
HDFCBANK,Mar 2019,2019.0,-64375.0,1503.0,1.4292370745808807,-286.7994297424931,FCF Negative
HDFCBANK,Mar 2020,2020.0,-18272.0,1403.0,1.1482211983075399,-66.94021101992966,FCF Negative
HDFCBANK,Mar 2021,2021.0,40653.0,1823.0,1.4181031800360944,127.61088614747152,FCF Positive
HDFCBANK,Mar 2022,2022.0,-14011.0,2051.0,1.5087982580037664,-36.725118607638066,FCF Negative
HDFCBANK,Mar 2023,2023.0,17822.0,2992.0,1.7522283518980521,38.618388264101064,FCF Positive
HDFCBANK,Mar 2024,2024.0,2469.0,16600.0,5.852303374945795,3.7725758640711424,FCF Positive
HDFCBANK,TTM,,,,,,FCF Negative
HDFCLIFE,Mar 2013,2013.0,,,,,FCF Negative
HDFCLIFE,Mar 2014,2014.0,,,,,FCF Negative
HDFCLIFE,Mar 2015,2015.0,945.0,3514.0,12.911997060444607,120.2290076335878,FCF Positive
HDFCLIFE,Mar 2016,2016.0,1725.0,3962.0,21.840030869301582,211.13831089351285,FCF Positive
HDFCLIFE,Mar 2017,2017.0,1053.0,5177.0,16.892354879759846,118.71476888387824,FCF Positive
HDFCLIFE,Mar 2018,2018.0,2318.0,4421.0,13.7042777433354,209.3947606142728,FCF Positive
HDFCLIFE,Mar 2019,2019.0,-314.0,10182.0,26.205121605970916,-24.56964006259781,FCF Negative
HDFCLIFE,Mar 2020,2020.0,-401.0,7789.0,26.511232130701156,-30.91750192752506,FCF Negative
HDFCLIFE,Mar 2021,2021.0,751.0,8952.0,12.515378592998546,55.18001469507715,FCF Positive
HDFCLIFE,Mar 2022,2022.0,5142.0,801.0,1.1932783124273754,387.490580256217,FCF Positive
HDFCLIFE,Mar 2023,2023.0,-3188.0,10071.0,14.344723460623584,-233.04093567251462,FCF Negative
HDFCLIFE,Mar 2024,2024.0,-2893.0,13614.0,13.41518692970182,-183.7992376111817,FCF Negative
HDFCLIFE,Sep 2024,2024.0,,,,,FCF Negative
HDFCLIFE,TTM,,,,,,FCF Negative
HEROMOTOCO,Mar 2014,2014.0,1347.0,1616.0,6.393669634025717,64.08182683158896,FCF Positive
HEROMOTOCO,Mar 2015,2015.0,2155.0,31.0,0.11257171907909072,91.15905245346869,FCF Positive
HEROMOTOCO,Mar 2016,2016.0,1422.0,2300.0,8.082369891415118,45.69408740359897,FCF Positive
HEROMOTOCO,Mar 2017,2017.0,2035.0,1972.0,6.892694861936385,57.38860688099267,FCF Positive
HEROMOTOCO,Mar 2018,2018.0,2159.0,1858.0,5.724320660545936,58.006448146157986,FCF Positive
HEROMOTOCO,Mar 2019,2019.0,-266.0,1298.0,3.820906066939448,-7.674552798615118,FCF Negative
HEROMOTOCO,Mar 2020,2020.0,2699.0,2819.0,9.636289054488275,73.76332331238044,FCF Positive
HEROMOTOCO,Mar 2021,2021.0,1821.0,2289.0,7.393649665686876,62.02316076294277,FCF Positive
HEROMOTOCO,Mar 2022,2022.0,1882.0,222.0,0.7512436127373016,80.80721339630743,FCF Positive
HEROMOTOCO,Mar 2023,2023.0,2193.0,421.0,1.2325077580654604,78.32142857142857,FCF Positive
HEROMOTOCO,Mar 2024,2024.0,3095.0,1828.0,4.8373865410569215,82.70978086584714,FCF Positive
HEROMOTOCO,Sep 2024,2024.0,,,,,FCF Negative
HEROMOTOCO,TTM,,,,,,FCF Negative
HINDALCO,Mar 2013,2013.0,-10824.0,13801.0,17.20973152270148,-359.9600931160625,FCF Negative
HINDALCO,Mar 2014,2014.0,-139.0,8095.0,9.230856947374424,-6.33257403189066,FCF Negative
HINDALCO,Mar 2015,2015.0,3270.0,3873.0,3.714003509747701,1262.5482625482625,FCF Positive
HINDALCO,Mar 2016,2016.0,8468.0,3220.0,3.2604623376097366,-1206.2678062678062,FCF Positive
HINDALCO,Mar 2017,2017.0,9811.0,2876.0,2.8707178791024517,521.307120085016,FCF Positive
HINDALCO,Mar 2018,2018.0,5565.0,5333.0,4.630023527777537,91.48446490218643,FCF Positive
HINDALCO,Mar 2019,2019.0,6521.0,5456.0,4.1794977861531155,118.67151956323931,FCF Positive
HINDALCO,Mar 2020,2020.0,5518.0,7227.0,6.117111321776815,146.48261215821609,FCF Positive
HINDALCO,Mar 2021,2021.0,-8048.0,25280.0,19.150354523968243,-231.0651737008326,FCF Negative
HINDALCO,Mar 2022,2022.0,10065.0,6773.0,3.472282745220677,73.30662782228697,FCF Positive
HINDALCO,Mar 2023,2023.0,11649.0,7559.0,3.3866183994767076,115.37090224819254,FCF Positive
HINDALCO,Mar 2024,2024.0,9789.0,14267.0,6.6062548040859035,96.39586410635155,FCF Positive
HINDALCO,Sep 2024,2024.0,,,,,FCF Negative
